,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
442,0 days 01:48:18.647000,ALB,23,0 days 00:01:23.135000,35.0,3.0,,,28.982,18.222,35.931,0 days 01:47:24.439000,0 days 01:47:42.661000,0 days 01:48:18.592000,278.0,304.0,289.0,297.0,False,HARD,8.0,True,Williams,0 days 01:46:55.512000,2024-03-24 04:51:38.710,1,12.0,False,,False,True,83.135,83.13499999999999
443,0 days 01:49:43.133000,ALB,23,0 days 00:01:24.486000,36.0,3.0,,,29.749,18.001,36.736,0 days 01:48:48.341000,0 days 01:49:06.342000,0 days 01:49:43.078000,,322.0,290.0,284.0,False,HARD,9.0,True,Williams,0 days 01:48:18.647000,2024-03-24 04:53:01.845,1,12.0,False,,False,True,84.486,84.48599999999999
444,0 days 01:51:06.051000,ALB,23,0 days 00:01:22.918000,37.0,3.0,,,29.079,18.177,35.662,0 days 01:50:12.157000,0 days 01:50:30.334000,0 days 01:51:05.996000,276.0,303.0,291.0,299.0,False,HARD,10.0,True,Williams,0 days 01:49:43.133000,2024-03-24 04:54:26.331,1,12.0,False,,False,True,82.918,82.918
445,0 days 01:52:28.205000,ALB,23,0 days 00:01:22.154000,38.0,3.0,,,28.612,18.068,35.474,0 days 01:51:34.608000,0 days 01:51:52.676000,0 days 01:52:28.150000,277.0,304.0,291.0,301.0,True,HARD,11.0,True,Williams,0 days 01:51:06.051000,2024-03-24 04:55:49.249,1,12.0,False,,False,True,82.154,82.154
446,0 days 01:53:50.216000,ALB,23,0 days 00:01:22.011000,39.0,3.0,,,28.529,18.079,35.403,0 days 01:52:56.679000,0 days 01:53:14.758000,0 days 01:53:50.161000,,303.0,291.0,304.0,True,HARD,12.0,True,Williams,0 days 01:52:28.205000,2024-03-24 04:57:11.403,1,12.0,False,,False,True,82.011,82.011
447,0 days 01:55:11.956000,ALB,23,0 days 00:01:21.740000,40.0,3.0,,,28.341,17.928,35.471,0 days 01:54:18.502000,0 days 01:54:36.430000,0 days 01:55:11.901000,282.0,307.0,293.0,303.0,True,HARD,13.0,True,Williams,0 days 01:53:50.216000,2024-03-24 04:58:33.414,1,12.0,False,,False,True,81.74,81.74000000000001
448,0 days 01:56:35.530000,ALB,23,0 days 00:01:23.574000,41.0,3.0,,,29.684,18.583,35.307,0 days 01:55:41.585000,0 days 01:56:00.168000,0 days 01:56:35.475000,270.0,302.0,291.0,306.0,False,HARD,14.0,True,Williams,0 days 01:55:11.956000,2024-03-24 04:59:55.154,1,11.0,False,,False,True,83.574,83.574
449,0 days 01:57:57.260000,ALB,23,0 days 00:01:21.730000,42.0,3.0,,,28.438,17.99,35.302,0 days 01:57:03.913000,0 days 01:57:21.903000,0 days 01:57:57.205000,281.0,309.0,292.0,305.0,True,HARD,15.0,True,Williams,0 days 01:56:35.530000,2024-03-24 05:01:18.728,1,11.0,False,,False,True,81.73,81.72999999999999
450,0 days 01:59:19.552000,ALB,23,0 days 00:01:22.292000,43.0,3.0,,,28.355,17.984,35.953,0 days 01:58:25.560000,0 days 01:58:43.544000,0 days 01:59:19.497000,278.0,303.0,291.0,,False,HARD,16.0,True,Williams,0 days 01:57:57.260000,2024-03-24 05:02:40.458,1,11.0,False,,False,True,82.292,82.292
451,0 days 02:00:42.051000,ALB,23,0 days 00:01:22.499000,44.0,3.0,,,28.359,17.953,36.187,0 days 01:59:47.856000,0 days 02:00:05.809000,0 days 02:00:41.996000,,304.0,303.0,306.0,False,HARD,17.0,True,Williams,0 days 01:59:19.552000,2024-03-24 05:04:02.750,1,12.0,False,,False,True,82.499,82.499
452,0 days 02:02:03.958000,ALB,23,0 days 00:01:21.907000,45.0,3.0,,,28.459,17.961,35.487,0 days 02:01:10.455000,0 days 02:01:28.416000,0 days 02:02:03.903000,280.0,306.0,293.0,321.0,False,HARD,18.0,True,Williams,0 days 02:00:42.051000,2024-03-24 05:05:25.249,1,12.0,False,,False,True,81.907,81.90700000000001
453,0 days 02:03:25.576000,ALB,23,0 days 00:01:21.618000,46.0,3.0,,,28.449,17.918,35.251,0 days 02:02:32.352000,0 days 02:02:50.270000,0 days 02:03:25.521000,,308.0,293.0,307.0,True,HARD,19.0,True,Williams,0 days 02:02:03.958000,2024-03-24 05:06:47.156,1,12.0,False,,False,True,81.618,81.618
454,0 days 02:04:47.421000,ALB,23,0 days 00:01:21.845000,47.0,3.0,,,28.443,17.962,35.44,0 days 02:03:53.964000,0 days 02:04:11.926000,0 days 02:04:47.366000,278.0,305.0,292.0,,False,HARD,20.0,True,Williams,0 days 02:03:25.576000,2024-03-24 05:08:08.774,1,12.0,False,,False,True,81.845,81.845
455,0 days 02:06:09.348000,ALB,23,0 days 00:01:21.927000,48.0,3.0,,,28.571,17.994,35.362,0 days 02:05:15.937000,0 days 02:05:33.931000,0 days 02:06:09.293000,282.0,307.0,293.0,,False,HARD,21.0,True,Williams,0 days 02:04:47.421000,2024-03-24 05:09:30.619,1,12.0,False,,False,True,81.927,81.92699999999999
456,0 days 02:07:31.266000,ALB,23,0 days 00:01:21.918000,49.0,3.0,,,28.461,17.94,35.517,0 days 02:06:37.754000,0 days 02:06:55.694000,0 days 02:07:31.211000,283.0,307.0,293.0,,False,HARD,22.0,True,Williams,0 days 02:06:09.348000,2024-03-24 05:10:52.546,1,12.0,False,,False,True,81.918,81.918
457,0 days 02:08:53.485000,ALB,23,0 days 00:01:22.219000,50.0,3.0,,,28.659,18.048,35.512,0 days 02:07:59.870000,0 days 02:08:17.918000,0 days 02:08:53.430000,280.0,304.0,292.0,,False,HARD,23.0,True,Williams,0 days 02:07:31.266000,2024-03-24 05:12:14.464,1,12.0,False,,False,True,82.219,82.219
458,0 days 02:10:15.804000,ALB,23,0 days 00:01:22.319000,51.0,3.0,,,28.736,18.093,35.49,0 days 02:09:22.166000,0 days 02:09:40.259000,0 days 02:10:15.749000,277.0,298.0,291.0,305.0,False,HARD,24.0,True,Williams,0 days 02:08:53.485000,2024-03-24 05:13:36.683,1,12.0,False,,False,True,82.319,82.319
459,0 days 02:11:37.988000,ALB,23,0 days 00:01:22.184000,52.0,3.0,,,28.514,18.049,35.621,0 days 02:10:44.263000,0 days 02:11:02.312000,0 days 02:11:37.933000,281.0,305.0,291.0,304.0,False,HARD,25.0,True,Williams,0 days 02:10:15.804000,2024-03-24 05:14:59.002,1,12.0,False,,False,True,82.184,82.184
460,0 days 02:13:00.387000,ALB,23,0 days 00:01:22.399000,53.0,3.0,,,28.743,18.071,35.585,0 days 02:12:06.676000,0 days 02:12:24.747000,0 days 02:13:00.332000,280.0,303.0,291.0,305.0,False,HARD,26.0,True,Williams,0 days 02:11:37.988000,2024-03-24 05:16:21.186,1,12.0,False,,False,True,82.399,82.399
461,0 days 02:14:24.518000,ALB,23,0 days 00:01:24.131000,54.0,3.0,,,28.682,18.173,37.276,0 days 02:13:29.014000,0 days 02:13:47.187000,0 days 02:14:24.463000,279.0,302.0,304.0,,False,HARD,27.0,True,Williams,0 days 02:13:00.387000,2024-03-24 05:17:43.585,1,12.0,False,,False,True,84.131,84.131
462,0 days 02:15:46.830000,ALB,23,0 days 00:01:22.312000,55.0,3.0,,,28.597,18.128,35.587,0 days 02:14:53.060000,0 days 02:15:11.188000,0 days 02:15:46.775000,280.0,303.0,295.0,322.0,False,HARD,28.0,True,Williams,0 days 02:14:24.518000,2024-03-24 05:19:07.716,1,12.0,False,,False,True,82.312,82.31200000000001
463,0 days 02:17:11.020000,ALB,23,0 days 00:01:24.190000,56.0,3.0,,,30.327,18.173,35.69,0 days 02:16:17.102000,0 days 02:16:35.275000,0 days 02:17:10.965000,282.0,307.0,292.0,309.0,False,HARD,29.0,True,Williams,0 days 02:15:46.830000,2024-03-24 05:20:30.028,2,12.0,False,,False,True,84.19,84.19
464,0 days 02:19:01.428000,ALB,23,0 days 00:01:50.408000,57.0,3.0,,,38.388,29.361,42.659,0 days 02:17:49.353000,0 days 02:18:18.714000,0 days 02:19:01.373000,130.0,294.0,216.0,307.0,False,HARD,30.0,True,Williams,0 days 02:17:11.020000,2024-03-24 05:21:54.218,2,11.0,False,,False,True,110.408,110.40799999999999
465,0 days 01:00:08.267000,ZHO,24,0 days 00:01:38.691000,1.0,1.0,0 days 00:58:37.885000,,,18.721,36.608,,0 days 00:59:31.643000,0 days 01:00:08.401000,269.0,298.0,288.0,212.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,19.0,False,,False,False,98.691,
466,0 days 01:01:32.646000,ZHO,24,0 days 00:01:24.379000,2.0,1.0,,,29.555,18.148,36.676,0 days 01:00:37.780000,0 days 01:00:55.928000,0 days 01:01:32.604000,,320.0,304.0,278.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:00:08.267000,2024-03-24 04:04:51.465,1,19.0,False,,False,True,84.379,84.379
467,0 days 01:02:56.558000,ZHO,24,0 days 00:01:23.912000,3.0,1.0,,,29.466,18.314,36.132,0 days 01:02:02.070000,0 days 01:02:20.384000,0 days 01:02:56.516000,267.0,319.0,304.0,308.0,True,SOFT,3.0,True,Kick Sauber,0 days 01:01:32.646000,2024-03-24 04:06:15.844,1,19.0,False,,False,True,83.912,83.912
468,0 days 01:04:20.506000,ZHO,24,0 days 00:01:23.948000,4.0,1.0,,,29.158,18.187,36.603,0 days 01:03:25.674000,0 days 01:03:43.861000,0 days 01:04:20.464000,274.0,325.0,303.0,304.0,False,SOFT,4.0,True,Kick Sauber,0 days 01:02:56.558000,2024-03-24 04:07:39.756,1,18.0,False,,False,True,83.948,83.94800000000001
469,0 days 01:05:44.667000,ZHO,24,0 days 00:01:24.161000,5.0,1.0,,,29.236,18.04,36.885,0 days 01:04:49.700000,0 days 01:05:07.740000,0 days 01:05:44.625000,270.0,326.0,300.0,300.0,False,SOFT,5.0,True,Kick Sauber,0 days 01:04:20.506000,2024-03-24 04:09:03.704,1,17.0,False,,False,True,84.161,84.161
470,0 days 01:07:23.608000,ZHO,24,0 days 00:01:38.941000,6.0,1.0,,0 days 01:07:06.691000,29.282,18.206,51.453,0 days 01:06:13.907000,0 days 01:06:32.113000,0 days 01:07:23.566000,274.0,322.0,,303.0,False,SOFT,6.0,True,Kick Sauber,0 days 01:05:44.667000,2024-03-24 04:10:27.865,1,17.0,False,,False,False,98.941,98.941
471,0 days 01:08:54.776000,ZHO,24,0 days 00:01:31.168000,7.0,2.0,0 days 01:07:25.636000,,35.188,18.742,37.238,0 days 01:07:58.754000,0 days 01:08:17.496000,0 days 01:08:54.734000,265.0,295.0,287.0,226.0,False,HARD,2.0,False,Kick Sauber,0 days 01:07:23.608000,2024-03-24 04:12:06.806,1,18.0,False,,False,False,91.168,91.168
472,0 days 01:10:19.178000,ZHO,24,0 days 00:01:24.402000,8.0,2.0,,,29.497,18.682,36.223,0 days 01:09:24.231000,0 days 01:09:42.913000,0 days 01:10:19.136000,266.0,293.0,288.0,288.0,False,HARD,3.0,False,Kick Sauber,0 days 01:08:54.776000,2024-03-24 04:13:37.974,1,17.0,False,,False,True,84.402,84.402
473,0 days 01:11:42.802000,ZHO,24,0 days 00:01:23.624000,9.0,2.0,,,29.129,18.477,36.018,0 days 01:10:48.265000,0 days 01:11:06.742000,0 days 01:11:42.760000,269.0,297.0,289.0,290.0,True,HARD,4.0,False,Kick Sauber,0 days 01:10:19.178000,2024-03-24 04:15:02.376,1,17.0,False,,False,True,83.624,83.624
474,0 days 01:13:06.462000,ZHO,24,0 days 00:01:23.660000,10.0,2.0,,,29.197,18.524,35.939,0 days 01:12:11.957000,0 days 01:12:30.481000,0 days 01:13:06.420000,267.0,299.0,288.0,291.0,False,HARD,5.0,False,Kick Sauber,0 days 01:11:42.802000,2024-03-24 04:16:26.000,1,17.0,False,,False,True,83.66,83.66
475,0 days 01:14:29.909000,ZHO,24,0 days 00:01:23.447000,11.0,2.0,,,29.027,18.488,35.932,0 days 01:13:35.447000,0 days 01:13:53.935000,0 days 01:14:29.867000,268.0,300.0,288.0,293.0,True,HARD,6.0,False,Kick Sauber,0 days 01:13:06.462000,2024-03-24 04:17:49.660,1,17.0,False,,False,True,83.447,83.447
476,0 days 01:15:53.086000,ZHO,24,0 days 00:01:23.177000,12.0,2.0,,,28.869,18.421,35.887,0 days 01:14:58.736000,0 days 01:15:17.157000,0 days 01:15:53.044000,271.0,302.0,289.0,295.0,True,HARD,7.0,False,Kick Sauber,0 days 01:14:29.909000,2024-03-24 04:19:13.107,1,17.0,False,,False,True,83.177,83.17699999999999
477,0 days 01:17:16.557000,ZHO,24,0 days 00:01:23.471000,13.0,2.0,,,29.107,18.41,35.954,0 days 01:16:22.151000,0 days 01:16:40.561000,0 days 01:17:16.515000,267.0,299.0,288.0,293.0,False,HARD,8.0,False,Kick Sauber,0 days 01:15:53.086000,2024-03-24 04:20:36.284,1,17.0,False,,False,True,83.471,83.471
478,0 days 01:18:39.859000,ZHO,24,0 days 00:01:23.302000,14.0,2.0,,,29.086,18.441,35.775,0 days 01:17:45.601000,0 days 01:18:04.042000,0 days 01:18:39.817000,268.0,298.0,287.0,291.0,False,HARD,9.0,False,Kick Sauber,0 days 01:17:16.557000,2024-03-24 04:21:59.755,1,17.0,False,,False,True,83.302,83.30199999999999
479,0 days 01:20:03.188000,ZHO,24,0 days 00:01:23.329000,15.0,2.0,,,29.07,18.426,35.833,0 days 01:19:08.887000,0 days 01:19:27.313000,0 days 01:20:03.146000,272.0,299.0,288.0,292.0,False,HARD,10.0,False,Kick Sauber,0 days 01:18:39.859000,2024-03-24 04:23:23.057,1,17.0,False,,False,True,83.329,83.329
480,0 days 01:21:26.527000,ZHO,24,0 days 00:01:23.339000,16.0,2.0,,,28.996,18.305,36.038,0 days 01:20:32.142000,0 days 01:20:50.447000,0 days 01:21:26.485000,274.0,302.0,287.0,296.0,False,HARD,11.0,False,Kick Sauber,0 days 01:20:03.188000,2024-03-24 04:24:46.386,2,15.0,False,,False,True,83.339,83.339
481,0 days 01:23:11.441000,ZHO,24,0 days 00:01:44.914000,17.0,2.0,,,34.287,25.469,45.158,0 days 01:22:00.772000,0 days 01:22:26.241000,0 days 01:23:11.399000,236.0,207.0,284.0,294.0,False,HARD,12.0,False,Kick Sauber,0 days 01:21:26.527000,2024-03-24 04:26:09.725,267,15.0,False,,False,False,104.914,104.914
482,0 days 01:24:36.399000,ZHO,24,0 days 00:01:24.958000,18.0,2.0,,,30.106,18.67,36.182,0 days 01:23:41.505000,0 days 01:24:00.175000,0 days 01:24:36.357000,269.0,300.0,286.0,285.0,False,HARD,13.0,False,Kick Sauber,0 days 01:23:11.441000,2024-03-24 04:27:54.639,1,14.0,False,,False,True,84.958,84.958
483,0 days 01:25:59.936000,ZHO,24,0 days 00:01:23.537000,19.0,2.0,,,29.184,18.441,35.912,0 days 01:25:05.541000,0 days 01:25:23.982000,0 days 01:25:59.894000,270.0,298.0,286.0,290.0,False,HARD,14.0,False,Kick Sauber,0 days 01:24:36.399000,2024-03-24 04:29:19.597,1,14.0,False,,False,True,83.537,83.537
484,0 days 01:27:23.005000,ZHO,24,0 days 00:01:23.069000,20.0,2.0,,,28.95,18.377,35.742,0 days 01:26:28.844000,0 days 01:26:47.221000,0 days 01:27:22.963000,272.0,297.0,287.0,291.0,True,HARD,15.0,False,Kick Sauber,0 days 01:25:59.936000,2024-03-24 04:30:43.134,1,14.0,False,,False,True,83.069,83.06899999999999
485,0 days 01:28:46.478000,ZHO,24,0 days 00:01:23.473000,21.0,2.0,,,29.095,18.409,35.969,0 days 01:27:52.058000,0 days 01:28:10.467000,0 days 01:28:46.436000,269.0,295.0,287.0,292.0,False,HARD,16.0,False,Kick Sauber,0 days 01:27:23.005000,2024-03-24 04:32:06.203,1,14.0,False,,False,True,83.473,83.473
486,0 days 01:30:09.909000,ZHO,24,0 days 00:01:23.431000,22.0,2.0,,,29.084,18.404,35.943,0 days 01:29:15.520000,0 days 01:29:33.924000,0 days 01:30:09.867000,,295.0,287.0,289.0,False,HARD,17.0,False,Kick Sauber,0 days 01:28:46.478000,2024-03-24 04:33:29.676,1,14.0,False,,False,True,83.431,83.431
487,0 days 01:31:33.173000,ZHO,24,0 days 00:01:23.264000,23.0,2.0,,,28.997,18.387,35.88,0 days 01:30:38.864000,0 days 01:30:57.251000,0 days 01:31:33.131000,268.0,295.0,287.0,288.0,False,HARD,18.0,False,Kick Sauber,0 days 01:30:09.909000,2024-03-24 04:34:53.107,1,14.0,False,,False,True,83.264,83.26400000000001
488,0 days 01:32:56.369000,ZHO,24,0 days 00:01:23.196000,24.0,2.0,,,28.947,18.39,35.859,0 days 01:32:02.078000,0 days 01:32:20.468000,0 days 01:32:56.327000,,295.0,285.0,,False,HARD,19.0,False,Kick Sauber,0 days 01:31:33.173000,2024-03-24 04:36:16.371,1,14.0,False,,False,True,83.196,83.196
489,0 days 01:34:19.400000,ZHO,24,0 days 00:01:23.031000,25.0,2.0,,,29.065,18.3,35.666,0 days 01:33:25.392000,0 days 01:33:43.692000,0 days 01:34:19.358000,269.0,295.0,288.0,286.0,True,HARD,20.0,False,Kick Sauber,0 days 01:32:56.369000,2024-03-24 04:37:39.567,1,14.0,False,,False,True,83.031,83.031
490,0 days 01:35:42.462000,ZHO,24,0 days 00:01:23.062000,26.0,2.0,,,28.892,18.441,35.729,0 days 01:34:48.250000,0 days 01:35:06.691000,0 days 01:35:42.420000,270.0,294.0,288.0,290.0,False,HARD,21.0,False,Kick Sauber,0 days 01:34:19.400000,2024-03-24 04:39:02.598,1,14.0,False,,False,True,83.062,83.062
491,0 days 01:37:05.559000,ZHO,24,0 days 00:01:23.097000,27.0,2.0,,,28.839,18.349,35.909,0 days 01:36:11.259000,0 days 01:36:29.608000,0 days 01:37:05.517000,,295.0,287.0,289.0,False,HARD,22.0,False,Kick Sauber,0 days 01:35:42.462000,2024-03-24 04:40:25.660,1,13.0,False,,False,True,83.097,83.09700000000001
492,0 days 01:38:28.582000,ZHO,24,0 days 00:01:23.023000,28.0,2.0,,,28.924,18.332,35.767,0 days 01:37:34.441000,0 days 01:37:52.773000,0 days 01:38:28.540000,274.0,297.0,288.0,292.0,True,HARD,23.0,False,Kick Sauber,0 days 01:37:05.559000,2024-03-24 04:41:48.757,1,13.0,False,,False,True,83.023,83.023
493,0 days 01:39:51.184000,ZHO,24,0 days 00:01:22.602000,29.0,2.0,,,28.809,18.249,35.544,0 days 01:38:57.349000,0 days 01:39:15.598000,0 days 01:39:51.142000,,298.0,284.0,291.0,True,HARD,24.0,False,Kick Sauber,0 days 01:38:28.582000,2024-03-24 04:43:11.780,1,12.0,False,,False,True,82.602,82.602
494,0 days 01:41:14.173000,ZHO,24,0 days 00:01:22.989000,30.0,2.0,,,28.908,18.308,35.773,0 days 01:40:20.050000,0 days 01:40:38.358000,0 days 01:41:14.131000,272.0,296.0,286.0,287.0,False,HARD,25.0,False,Kick Sauber,0 days 01:39:51.184000,2024-03-24 04:44:34.382,1,12.0,False,,False,True,82.989,82.989
495,0 days 01:42:36.999000,ZHO,24,0 days 00:01:22.826000,31.0,2.0,,,28.813,18.357,35.656,0 days 01:41:42.944000,0 days 01:42:01.301000,0 days 01:42:36.957000,274.0,297.0,288.0,288.0,False,HARD,26.0,False,Kick Sauber,0 days 01:41:14.173000,2024-03-24 04:45:57.371,1,12.0,False,,False,True,82.826,82.826
496,0 days 01:44:00.169000,ZHO,24,0 days 00:01:23.170000,32.0,2.0,,,28.988,18.274,35.908,0 days 01:43:05.945000,0 days 01:43:24.219000,0 days 01:44:00.127000,265.0,296.0,287.0,286.0,False,HARD,27.0,False,Kick Sauber,0 days 01:42:36.999000,2024-03-24 04:47:20.197,1,12.0,False,,False,True,83.17,83.17
497,0 days 01:45:23.415000,ZHO,24,0 days 00:01:23.246000,33.0,2.0,,,28.848,18.365,36.033,0 days 01:44:28.975000,0 days 01:44:47.340000,0 days 01:45:23.373000,269.0,293.0,286.0,288.0,False,HARD,28.0,False,Kick Sauber,0 days 01:44:00.169000,2024-03-24 04:48:43.367,1,11.0,False,,False,True,83.246,83.246
498,0 days 01:46:46.483000,ZHO,24,0 days 00:01:23.068000,34.0,2.0,,,28.927,18.358,35.783,0 days 01:45:52.300000,0 days 01:46:10.658000,0 days 01:46:46.441000,270.0,294.0,287.0,289.0,False,HARD,29.0,False,Kick Sauber,0 days 01:45:23.415000,2024-03-24 04:50:06.613,1,11.0,False,,False,True,83.068,83.068
499,0 days 01:48:43.078000,ZHO,24,0 days 00:01:56.595000,35.0,2.0,,0 days 01:48:08.338000,28.943,18.355,69.297,0 days 01:47:15.384000,0 days 01:47:33.739000,0 days 01:48:43.036000,272.0,300.0,,,False,HARD,30.0,False,Kick Sauber,0 days 01:46:46.483000,2024-03-24 04:51:29.681,1,17.0,False,,False,False,116.595,116.595
500,0 days 01:50:11.648000,ZHO,24,0 days 00:01:28.570000,36.0,3.0,0 days 01:48:45.034000,,34.544,18.48,35.546,0 days 01:49:17.580000,0 days 01:49:36.060000,0 days 01:50:11.606000,268.0,293.0,288.0,218.0,False,HARD,1.0,True,Kick Sauber,0 days 01:48:43.078000,2024-03-24 04:53:26.276,1,17.0,False,,False,False,88.57,88.57
501,0 days 01:51:34.246000,ZHO,24,0 days 00:01:22.598000,37.0,3.0,,,28.596,18.262,35.74,0 days 01:50:40.202000,0 days 01:50:58.464000,0 days 01:51:34.204000,270.0,295.0,290.0,286.0,True,HARD,2.0,True,Kick Sauber,0 days 01:50:11.648000,2024-03-24 04:54:54.846,1,17.0,False,,False,True,82.598,82.59800000000001
502,0 days 01:52:56.676000,ZHO,24,0 days 00:01:22.430000,38.0,3.0,,,28.906,18.19,35.334,0 days 01:52:03.110000,0 days 01:52:21.300000,0 days 01:52:56.634000,269.0,297.0,289.0,290.0,True,HARD,3.0,True,Kick Sauber,0 days 01:51:34.246000,2024-03-24 04:56:17.444,1,17.0,False,,False,True,82.43,82.43
503,0 days 01:54:18.684000,ZHO,24,0 days 00:01:22.008000,39.0,3.0,,,28.476,18.181,35.351,0 days 01:53:25.110000,0 days 01:53:43.291000,0 days 01:54:18.642000,274.0,299.0,290.0,292.0,True,HARD,4.0,True,Kick Sauber,0 days 01:52:56.676000,2024-03-24 04:57:39.874,1,17.0,False,,False,True,82.008,82.008
504,0 days 01:55:40.592000,ZHO,24,0 days 00:01:21.908000,40.0,3.0,,,28.391,18.108,35.409,0 days 01:54:47.033000,0 days 01:55:05.141000,0 days 01:55:40.550000,,298.0,289.0,,True,HARD,5.0,True,Kick Sauber,0 days 01:54:18.684000,2024-03-24 04:59:01.882,1,17.0,False,,False,True,81.908,81.90799999999999
505,0 days 01:57:04.591000,ZHO,24,0 days 00:01:23.999000,41.0,3.0,,,28.641,18.957,36.401,0 days 01:56:09.191000,0 days 01:56:28.148000,0 days 01:57:04.549000,271.0,263.0,288.0,290.0,False,HARD,6.0,True,Kick Sauber,0 days 01:55:40.592000,2024-03-24 05:00:23.790,1,17.0,False,,False,True,83.999,83.999
506,0 days 01:58:26.786000,ZHO,24,0 days 00:01:22.195000,42.0,3.0,,,28.581,18.041,35.573,0 days 01:57:33.130000,0 days 01:57:51.171000,0 days 01:58:26.744000,274.0,302.0,291.0,291.0,False,HARD,7.0,True,Kick Sauber,0 days 01:57:04.591000,2024-03-24 05:01:47.789,1,17.0,False,,False,True,82.195,82.195
507,0 days 01:59:50.613000,ZHO,24,0 days 00:01:23.827000,43.0,3.0,,,30.079,18.142,35.606,0 days 01:58:56.823000,0 days 01:59:14.965000,0 days 01:59:50.571000,276.0,304.0,290.0,295.0,False,HARD,8.0,True,Kick Sauber,0 days 01:58:26.786000,2024-03-24 05:03:09.984,1,16.0,False,,False,True,83.827,83.827
508,0 days 02:01:12.760000,ZHO,24,0 days 00:01:22.147000,44.0,3.0,,,28.709,18.003,35.435,0 days 02:00:19.280000,0 days 02:00:37.283000,0 days 02:01:12.718000,,306.0,291.0,296.0,False,HARD,9.0,True,Kick Sauber,0 days 01:59:50.613000,2024-03-24 05:04:33.811,1,16.0,False,,False,True,82.147,82.147
509,0 days 02:02:34.369000,ZHO,24,0 days 00:01:21.609000,45.0,3.0,,,28.403,18.006,35.2,0 days 02:01:41.121000,0 days 02:01:59.127000,0 days 02:02:34.327000,275.0,304.0,291.0,294.0,True,HARD,10.0,True,Kick Sauber,0 days 02:01:12.760000,2024-03-24 05:05:55.958,1,16.0,False,,False,True,81.609,81.60900000000001
510,0 days 02:03:56.032000,ZHO,24,0 days 00:01:21.663000,46.0,3.0,,,28.342,17.961,35.36,0 days 02:03:02.669000,0 days 02:03:20.630000,0 days 02:03:55.990000,274.0,303.0,290.0,,False,HARD,11.0,True,Kick Sauber,0 days 02:02:34.369000,2024-03-24 05:07:17.567,1,16.0,False,,False,True,81.663,81.663
511,0 days 02:05:17.808000,ZHO,24,0 days 00:01:21.776000,47.0,3.0,,,28.474,18.026,35.276,0 days 02:04:24.464000,0 days 02:04:42.490000,0 days 02:05:17.766000,273.0,303.0,290.0,293.0,False,HARD,12.0,True,Kick Sauber,0 days 02:03:56.032000,2024-03-24 05:08:39.230,1,16.0,False,,False,True,81.776,81.77600000000001
512,0 days 02:06:40.943000,ZHO,24,0 days 00:01:23.135000,48.0,3.0,,,28.701,18.848,35.586,0 days 02:05:46.467000,0 days 02:06:05.315000,0 days 02:06:40.901000,276.0,297.0,291.0,294.0,False,HARD,13.0,True,Kick Sauber,0 days 02:05:17.808000,2024-03-24 05:10:01.006,1,16.0,False,,False,True,83.135,83.13499999999999
513,0 days 02:08:02.270000,ZHO,24,0 days 00:01:21.327000,49.0,3.0,,,28.288,17.953,35.086,0 days 02:07:09.189000,0 days 02:07:27.142000,0 days 02:08:02.228000,284.0,307.0,290.0,302.0,True,HARD,14.0,True,Kick Sauber,0 days 02:06:40.943000,2024-03-24 05:11:24.141,1,16.0,False,,False,True,81.327,81.327
514,0 days 02:09:24.101000,ZHO,24,0 days 00:01:21.831000,50.0,3.0,,,28.509,18.043,35.279,0 days 02:08:30.737000,0 days 02:08:48.780000,0 days 02:09:24.059000,276.0,303.0,291.0,294.0,False,HARD,15.0,True,Kick Sauber,0 days 02:08:02.270000,2024-03-24 05:12:45.468,1,16.0,False,,False,True,81.831,81.831
515,0 days 02:10:45.931000,ZHO,24,0 days 00:01:21.830000,51.0,3.0,,,28.516,18.063,35.251,0 days 02:09:52.575000,0 days 02:10:10.638000,0 days 02:10:45.889000,277.0,299.0,290.0,293.0,False,HARD,16.0,True,Kick Sauber,0 days 02:09:24.101000,2024-03-24 05:14:07.299,1,16.0,False,,False,True,81.83,81.82999999999998
516,0 days 02:12:07.991000,ZHO,24,0 days 00:01:22.060000,52.0,3.0,,,28.554,18.137,35.369,0 days 02:11:14.443000,0 days 02:11:32.580000,0 days 02:12:07.949000,275.0,297.0,291.0,290.0,False,HARD,17.0,True,Kick Sauber,0 days 02:10:45.931000,2024-03-24 05:15:29.129,1,16.0,False,,False,True,82.06,82.06
517,0 days 02:13:30.175000,ZHO,24,0 days 00:01:22.184000,53.0,3.0,,,28.537,18.159,35.488,0 days 02:12:36.486000,0 days 02:12:54.645000,0 days 02:13:30.133000,273.0,296.0,290.0,291.0,False,HARD,18.0,True,Kick Sauber,0 days 02:12:07.991000,2024-03-24 05:16:51.189,1,16.0,False,,False,True,82.184,82.184
