,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
877,0 days 02:11:11.386000,RUS,63,0 days 00:01:20.529000,52.0,3.0,,,27.848,17.927,34.754,0 days 02:10:18.644000,0 days 02:10:36.571000,0 days 02:11:11.325000,288.0,302.0,295.0,309.0,False,HARD,7.0,True,Mercedes,0 days 02:09:50.857000,2024-03-24 05:14:34.055,1,7.0,False,,False,True,80.529,80.529
878,0 days 02:12:31.670000,RUS,63,0 days 00:01:20.284000,53.0,3.0,,,27.824,17.716,34.744,0 days 02:11:39.149000,0 days 02:11:56.865000,0 days 02:12:31.609000,287.0,315.0,304.0,296.0,True,HARD,8.0,True,Mercedes,0 days 02:11:11.386000,2024-03-24 05:15:54.584,1,7.0,False,,False,True,80.284,80.284
879,0 days 02:13:52.864000,RUS,63,0 days 00:01:21.194000,54.0,3.0,,,28.025,17.764,35.405,0 days 02:12:59.634000,0 days 02:13:17.398000,0 days 02:13:52.803000,277.0,314.0,301.0,324.0,False,HARD,9.0,True,Mercedes,0 days 02:12:31.670000,2024-03-24 05:17:14.868,1,7.0,False,,False,True,81.194,81.194
880,0 days 02:15:13.655000,RUS,63,0 days 00:01:20.791000,55.0,3.0,,,28.079,17.783,34.929,0 days 02:14:20.882000,0 days 02:14:38.665000,0 days 02:15:13.594000,286.0,309.0,306.0,308.0,False,HARD,10.0,True,Mercedes,0 days 02:13:52.864000,2024-03-24 05:18:36.062,1,7.0,False,,False,True,80.791,80.791
881,0 days 02:16:34.310000,RUS,63,0 days 00:01:20.655000,56.0,3.0,,,27.884,17.61,35.161,0 days 02:15:41.478000,0 days 02:15:59.088000,0 days 02:16:34.249000,288.0,323.0,305.0,321.0,False,HARD,11.0,True,Mercedes,0 days 02:15:13.655000,2024-03-24 05:19:56.853,1,7.0,False,,False,True,80.655,80.655
882,0 days 02:17:07.786000,RUS,63,,57.0,3.0,,,,,,,,,,,,,,HARD,12.0,True,Mercedes,0 days 02:16:34.310000,,,,False,,True,False,,
883,0 days 01:00:04.339000,BOT,77,0 days 00:01:34.763000,1.0,1.0,,,,18.782,37.741,,0 days 00:59:26.567000,0 days 01:00:04.427000,270.0,302.0,286.0,257.0,False,MEDIUM,2.0,False,Kick Sauber,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,12.0,False,,False,False,94.763,
884,0 days 01:01:28.683000,BOT,77,0 days 00:01:24.344000,2.0,1.0,,,29.948,18.32,36.076,0 days 01:00:34.246000,0 days 01:00:52.566000,0 days 01:01:28.642000,264.0,321.0,305.0,271.0,True,MEDIUM,3.0,False,Kick Sauber,0 days 01:00:04.339000,2024-03-24 04:04:47.537,1,12.0,False,,False,True,84.344,84.344
885,0 days 01:02:51.955000,BOT,77,0 days 00:01:23.272000,3.0,1.0,,,29.099,18.153,36.02,0 days 01:01:57.741000,0 days 01:02:15.894000,0 days 01:02:51.914000,266.0,323.0,302.0,308.0,True,MEDIUM,4.0,False,Kick Sauber,0 days 01:01:28.683000,2024-03-24 04:06:11.881,1,12.0,False,,False,True,83.272,83.27199999999999
886,0 days 01:04:15.660000,BOT,77,0 days 00:01:23.705000,4.0,1.0,,,29.226,18.314,36.165,0 days 01:03:21.140000,0 days 01:03:39.454000,0 days 01:04:15.619000,264.0,317.0,299.0,310.0,False,MEDIUM,5.0,False,Kick Sauber,0 days 01:02:51.955000,2024-03-24 04:07:35.153,1,11.0,False,,False,True,83.705,83.705
887,0 days 01:05:39.220000,BOT,77,0 days 00:01:23.560000,5.0,1.0,,,29.365,18.397,35.798,0 days 01:04:44.984000,0 days 01:05:03.381000,0 days 01:05:39.179000,273.0,310.0,301.0,298.0,False,MEDIUM,6.0,False,Kick Sauber,0 days 01:04:15.660000,2024-03-24 04:08:58.858,1,11.0,False,,False,True,83.56,83.56
888,0 days 01:07:02.342000,BOT,77,0 days 00:01:23.122000,6.0,1.0,,,29.091,18.07,35.961,0 days 01:06:08.270000,0 days 01:06:26.340000,0 days 01:07:02.301000,265.0,320.0,301.0,310.0,True,MEDIUM,7.0,False,Kick Sauber,0 days 01:05:39.220000,2024-03-24 04:10:22.418,1,11.0,False,,False,True,83.122,83.122
889,0 days 01:08:26.080000,BOT,77,0 days 00:01:23.738000,7.0,1.0,,,29.154,18.416,36.168,0 days 01:07:31.455000,0 days 01:07:49.871000,0 days 01:08:26.039000,263.0,303.0,290.0,,False,MEDIUM,8.0,False,Kick Sauber,0 days 01:07:02.342000,2024-03-24 04:11:45.540,1,10.0,False,,False,True,83.738,83.738
890,0 days 01:10:32.725000,BOT,77,0 days 00:02:06.645000,8.0,1.0,,0 days 01:09:47.841000,28.925,18.345,79.375,0 days 01:08:54.964000,0 days 01:09:13.309000,0 days 01:10:32.684000,270.0,297.0,,293.0,False,MEDIUM,9.0,False,Kick Sauber,0 days 01:08:26.080000,2024-03-24 04:13:09.278,1,18.0,False,,False,False,126.645,126.645
891,0 days 01:12:02.644000,BOT,77,0 days 00:01:29.919000,9.0,2.0,0 days 01:10:34.759000,,35.107,18.847,35.965,0 days 01:11:07.791000,0 days 01:11:26.638000,0 days 01:12:02.603000,261.0,287.0,286.0,227.0,False,HARD,2.0,False,Kick Sauber,0 days 01:10:32.725000,2024-03-24 04:15:15.923,1,18.0,False,,False,False,89.919,89.91900000000001
892,0 days 01:13:25.805000,BOT,77,0 days 00:01:23.161000,10.0,2.0,,,28.85,18.575,35.736,0 days 01:12:31.453000,0 days 01:12:50.028000,0 days 01:13:25.764000,263.0,290.0,286.0,287.0,False,HARD,3.0,False,Kick Sauber,0 days 01:12:02.644000,2024-03-24 04:16:45.842,1,18.0,False,,False,True,83.161,83.161
893,0 days 01:14:49.245000,BOT,77,0 days 00:01:23.440000,11.0,2.0,,,28.853,18.677,35.91,0 days 01:13:54.617000,0 days 01:14:13.294000,0 days 01:14:49.204000,265.0,291.0,285.0,,False,HARD,4.0,False,Kick Sauber,0 days 01:13:25.805000,2024-03-24 04:18:09.003,1,18.0,False,,False,True,83.44,83.44
894,0 days 01:16:12.221000,BOT,77,0 days 00:01:22.976000,12.0,2.0,,,28.889,18.482,35.605,0 days 01:15:18.093000,0 days 01:15:36.575000,0 days 01:16:12.180000,267.0,295.0,287.0,289.0,True,HARD,5.0,False,Kick Sauber,0 days 01:14:49.245000,2024-03-24 04:19:32.443,1,18.0,False,,False,True,82.976,82.976
895,0 days 01:17:35.380000,BOT,77,0 days 00:01:23.159000,13.0,2.0,,,28.879,18.418,35.862,0 days 01:16:41.059000,0 days 01:16:59.477000,0 days 01:17:35.339000,266.0,296.0,286.0,290.0,False,HARD,6.0,False,Kick Sauber,0 days 01:16:12.221000,2024-03-24 04:20:55.419,1,18.0,False,,False,True,83.159,83.15899999999999
896,0 days 01:18:58.775000,BOT,77,0 days 00:01:23.395000,14.0,2.0,,,29.007,18.558,35.83,0 days 01:18:04.346000,0 days 01:18:22.904000,0 days 01:18:58.734000,264.0,293.0,286.0,286.0,False,HARD,7.0,False,Kick Sauber,0 days 01:17:35.380000,2024-03-24 04:22:18.578,1,18.0,False,,False,True,83.395,83.395
897,0 days 01:20:22.104000,BOT,77,0 days 00:01:23.329000,15.0,2.0,,,28.83,18.473,36.026,0 days 01:19:27.564000,0 days 01:19:46.037000,0 days 01:20:22.063000,268.0,295.0,286.0,289.0,False,HARD,8.0,False,Kick Sauber,0 days 01:18:58.775000,2024-03-24 04:23:41.973,1,18.0,False,,False,True,83.329,83.32900000000001
898,0 days 01:21:46.223000,BOT,77,0 days 00:01:24.119000,16.0,2.0,,,28.705,18.421,36.993,0 days 01:20:50.768000,0 days 01:21:09.189000,0 days 01:21:46.182000,267.0,293.0,183.0,287.0,False,HARD,9.0,False,Kick Sauber,0 days 01:20:22.104000,2024-03-24 04:25:05.302,26,17.0,False,,False,False,84.119,84.119
899,0 days 01:23:31.504000,BOT,77,0 days 00:01:45.281000,17.0,2.0,,,42.408,25.035,37.838,0 days 01:22:28.590000,0 days 01:22:53.625000,0 days 01:23:31.463000,165.0,253.0,285.0,196.0,False,HARD,10.0,False,Kick Sauber,0 days 01:21:46.223000,2024-03-24 04:26:29.421,67,16.0,False,,False,False,105.281,105.281
900,0 days 01:24:54.113000,BOT,77,0 days 00:01:22.609000,18.0,2.0,,,28.692,18.311,35.606,0 days 01:24:00.155000,0 days 01:24:18.466000,0 days 01:24:54.072000,272.0,294.0,286.0,295.0,True,HARD,11.0,False,Kick Sauber,0 days 01:23:31.504000,2024-03-24 04:28:14.702,1,16.0,False,,False,True,82.609,82.60900000000001
901,0 days 01:26:16.710000,BOT,77,0 days 00:01:22.597000,19.0,2.0,,,28.561,18.349,35.687,0 days 01:25:22.633000,0 days 01:25:40.982000,0 days 01:26:16.669000,270.0,292.0,286.0,286.0,True,HARD,12.0,False,Kick Sauber,0 days 01:24:54.113000,2024-03-24 04:29:37.311,1,16.0,False,,False,True,82.597,82.597
902,0 days 01:27:39.404000,BOT,77,0 days 00:01:22.694000,20.0,2.0,,,28.723,18.441,35.53,0 days 01:26:45.392000,0 days 01:27:03.833000,0 days 01:27:39.363000,269.0,289.0,285.0,285.0,False,HARD,13.0,False,Kick Sauber,0 days 01:26:16.710000,2024-03-24 04:30:59.908,1,16.0,False,,False,True,82.694,82.694
903,0 days 01:29:01.843000,BOT,77,0 days 00:01:22.439000,21.0,2.0,,,28.649,18.32,35.47,0 days 01:28:08.012000,0 days 01:28:26.332000,0 days 01:29:01.802000,,291.0,287.0,,True,HARD,14.0,False,Kick Sauber,0 days 01:27:39.404000,2024-03-24 04:32:22.602,1,16.0,False,,False,True,82.439,82.439
904,0 days 01:30:24.565000,BOT,77,0 days 00:01:22.722000,22.0,2.0,,,28.696,18.373,35.653,0 days 01:29:30.498000,0 days 01:29:48.871000,0 days 01:30:24.524000,270.0,291.0,286.0,286.0,False,HARD,15.0,False,Kick Sauber,0 days 01:29:01.843000,2024-03-24 04:33:45.041,1,16.0,False,,False,True,82.722,82.72200000000001
905,0 days 01:31:46.905000,BOT,77,0 days 00:01:22.340000,23.0,2.0,,,28.619,18.29,35.431,0 days 01:30:53.143000,0 days 01:31:11.433000,0 days 01:31:46.864000,269.0,293.0,286.0,284.0,True,HARD,16.0,False,Kick Sauber,0 days 01:30:24.565000,2024-03-24 04:35:07.763,1,16.0,False,,False,True,82.34,82.34
906,0 days 01:33:09.815000,BOT,77,0 days 00:01:22.910000,24.0,2.0,,,28.931,18.349,35.63,0 days 01:32:15.795000,0 days 01:32:34.144000,0 days 01:33:09.774000,265.0,291.0,285.0,,False,HARD,17.0,False,Kick Sauber,0 days 01:31:46.905000,2024-03-24 04:36:30.103,1,16.0,False,,False,True,82.91,82.91
907,0 days 01:34:32.366000,BOT,77,0 days 00:01:22.551000,25.0,2.0,,,28.758,18.28,35.513,0 days 01:33:38.532000,0 days 01:33:56.812000,0 days 01:34:32.325000,272.0,296.0,286.0,288.0,False,HARD,18.0,False,Kick Sauber,0 days 01:33:09.815000,2024-03-24 04:37:53.013,1,16.0,False,,False,True,82.551,82.55099999999999
908,0 days 01:35:55.433000,BOT,77,0 days 00:01:23.067000,26.0,2.0,,,28.904,18.384,35.779,0 days 01:35:01.229000,0 days 01:35:19.613000,0 days 01:35:55.392000,267.0,290.0,287.0,286.0,False,HARD,19.0,False,Kick Sauber,0 days 01:34:32.366000,2024-03-24 04:39:15.564,1,16.0,False,,False,True,83.067,83.06700000000001
909,0 days 01:37:18.367000,BOT,77,0 days 00:01:22.934000,27.0,2.0,,,28.816,18.434,35.684,0 days 01:36:24.208000,0 days 01:36:42.642000,0 days 01:37:18.326000,268.0,290.0,286.0,,False,HARD,20.0,False,Kick Sauber,0 days 01:35:55.433000,2024-03-24 04:40:38.631,1,16.0,False,,False,True,82.934,82.934
910,0 days 01:38:41.315000,BOT,77,0 days 00:01:22.948000,28.0,2.0,,,28.842,18.393,35.713,0 days 01:37:47.168000,0 days 01:38:05.561000,0 days 01:38:41.274000,271.0,294.0,288.0,287.0,False,HARD,21.0,False,Kick Sauber,0 days 01:37:18.367000,2024-03-24 04:42:01.565,1,16.0,False,,False,True,82.948,82.94800000000001
911,0 days 01:40:04.150000,BOT,77,0 days 00:01:22.835000,29.0,2.0,,,28.797,18.325,35.713,0 days 01:39:10.071000,0 days 01:39:28.396000,0 days 01:40:04.109000,272.0,294.0,287.0,289.0,False,HARD,22.0,False,Kick Sauber,0 days 01:38:41.315000,2024-03-24 04:43:24.513,1,16.0,False,,False,True,82.835,82.83500000000001
912,0 days 01:41:27.148000,BOT,77,0 days 00:01:22.998000,30.0,2.0,,,28.746,18.429,35.823,0 days 01:40:32.855000,0 days 01:40:51.284000,0 days 01:41:27.107000,270.0,292.0,288.0,285.0,False,HARD,23.0,False,Kick Sauber,0 days 01:40:04.150000,2024-03-24 04:44:47.348,1,15.0,False,,False,True,82.998,82.99799999999999
913,0 days 01:42:50.158000,BOT,77,0 days 00:01:23.010000,31.0,2.0,,,28.842,18.5,35.668,0 days 01:41:55.949000,0 days 01:42:14.449000,0 days 01:42:50.117000,271.0,294.0,287.0,289.0,False,HARD,24.0,False,Kick Sauber,0 days 01:41:27.148000,2024-03-24 04:46:10.346,1,15.0,False,,False,True,83.01,83.00999999999999
914,0 days 01:44:13.055000,BOT,77,0 days 00:01:22.897000,32.0,2.0,,,28.941,18.313,35.643,0 days 01:43:19.058000,0 days 01:43:37.371000,0 days 01:44:13.014000,,294.0,287.0,288.0,False,HARD,25.0,False,Kick Sauber,0 days 01:42:50.158000,2024-03-24 04:47:33.356,1,15.0,False,,False,True,82.897,82.89699999999999
915,0 days 01:45:35.906000,BOT,77,0 days 00:01:22.851000,33.0,2.0,,,28.88,18.328,35.643,0 days 01:44:41.894000,0 days 01:45:00.222000,0 days 01:45:35.865000,270.0,293.0,288.0,287.0,False,HARD,26.0,False,Kick Sauber,0 days 01:44:13.055000,2024-03-24 04:48:56.253,1,15.0,False,,False,True,82.851,82.851
916,0 days 01:47:02.359000,BOT,77,0 days 00:01:26.453000,34.0,2.0,,,31.308,18.233,36.912,0 days 01:46:07.173000,0 days 01:46:25.406000,0 days 01:47:02.318000,273.0,313.0,288.0,289.0,False,HARD,27.0,False,Kick Sauber,0 days 01:45:35.906000,2024-03-24 04:50:19.104,1,15.0,False,,False,True,86.453,86.453
917,0 days 01:48:25.805000,BOT,77,0 days 00:01:23.446000,35.0,2.0,,,29.157,18.464,35.825,0 days 01:47:31.475000,0 days 01:47:49.939000,0 days 01:48:25.764000,268.0,293.0,287.0,287.0,False,HARD,28.0,False,Kick Sauber,0 days 01:47:02.359000,2024-03-24 04:51:45.557,1,14.0,False,,False,True,83.446,83.446
918,0 days 01:50:04.328000,BOT,77,0 days 00:01:38.523000,36.0,2.0,,0 days 01:49:47.534000,29.081,18.305,51.137,0 days 01:48:54.845000,0 days 01:49:13.150000,0 days 01:50:04.287000,267.0,292.0,,286.0,False,HARD,29.0,False,Kick Sauber,0 days 01:48:25.805000,2024-03-24 04:53:09.003,1,16.0,False,,False,False,98.523,98.523
919,0 days 01:51:32.482000,BOT,77,0 days 00:01:28.154000,37.0,3.0,0 days 01:50:06.404000,,34.499,18.486,35.169,0 days 01:50:38.786000,0 days 01:50:57.272000,0 days 01:51:32.441000,266.0,292.0,289.0,233.0,False,HARD,1.0,True,Kick Sauber,0 days 01:50:04.328000,2024-03-24 04:54:47.526,1,16.0,False,,False,False,88.154,88.154
920,0 days 01:52:54.237000,BOT,77,0 days 00:01:21.755000,38.0,3.0,,,28.421,18.251,35.083,0 days 01:52:00.862000,0 days 01:52:19.113000,0 days 01:52:54.196000,268.0,296.0,287.0,288.0,True,HARD,2.0,True,Kick Sauber,0 days 01:51:32.482000,2024-03-24 04:56:15.680,1,16.0,False,,False,True,81.755,81.755
921,0 days 01:54:15.883000,BOT,77,0 days 00:01:21.646000,39.0,3.0,,,28.382,18.3,34.964,0 days 01:53:22.578000,0 days 01:53:40.878000,0 days 01:54:15.842000,,293.0,288.0,286.0,True,HARD,3.0,True,Kick Sauber,0 days 01:52:54.237000,2024-03-24 04:57:37.435,1,16.0,False,,False,True,81.646,81.646
922,0 days 01:55:37.416000,BOT,77,0 days 00:01:21.533000,40.0,3.0,,,28.298,18.215,35.02,0 days 01:54:44.140000,0 days 01:55:02.355000,0 days 01:55:37.375000,269.0,292.0,287.0,,True,HARD,4.0,True,Kick Sauber,0 days 01:54:15.883000,2024-03-24 04:58:59.081,1,16.0,False,,False,True,81.533,81.533
923,0 days 01:56:59.424000,BOT,77,0 days 00:01:22.008000,41.0,3.0,,,28.575,18.187,35.246,0 days 01:56:05.950000,0 days 01:56:24.137000,0 days 01:56:59.383000,271.0,296.0,290.0,285.0,False,HARD,5.0,True,Kick Sauber,0 days 01:55:37.416000,2024-03-24 05:00:20.614,1,16.0,False,,False,True,82.008,82.00800000000001
924,0 days 01:58:24.604000,BOT,77,0 days 00:01:25.180000,42.0,3.0,,,30.103,18.136,36.941,0 days 01:57:29.486000,0 days 01:57:47.622000,0 days 01:58:24.563000,266.0,312.0,302.0,288.0,False,HARD,6.0,True,Kick Sauber,0 days 01:56:59.424000,2024-03-24 05:01:42.622,1,15.0,False,,False,True,85.18,85.18
925,0 days 01:59:47.493000,BOT,77,0 days 00:01:22.889000,43.0,3.0,,,28.615,18.51,35.764,0 days 01:58:53.178000,0 days 01:59:11.688000,0 days 01:59:47.452000,267.0,295.0,302.0,307.0,False,HARD,7.0,True,Kick Sauber,0 days 01:58:24.604000,2024-03-24 05:03:07.802,1,15.0,False,,False,True,82.889,82.88900000000001
926,0 days 02:01:10.734000,BOT,77,0 days 00:01:23.241000,44.0,3.0,,,29.234,18.562,35.445,0 days 02:00:16.686000,0 days 02:00:35.248000,0 days 02:01:10.693000,244.0,316.0,292.0,309.0,False,HARD,8.0,True,Kick Sauber,0 days 01:59:47.493000,2024-03-24 05:04:30.691,1,15.0,False,,False,True,83.241,83.24100000000001
927,0 days 02:02:32.445000,BOT,77,0 days 00:01:21.711000,45.0,3.0,,,28.591,18.183,34.937,0 days 02:01:39.284000,0 days 02:01:57.467000,0 days 02:02:32.404000,274.0,301.0,290.0,296.0,False,HARD,9.0,True,Kick Sauber,0 days 02:01:10.734000,2024-03-24 05:05:53.932,1,15.0,False,,False,True,81.711,81.711
928,0 days 02:03:53.999000,BOT,77,0 days 00:01:21.554000,46.0,3.0,,,28.351,18.097,35.106,0 days 02:03:00.755000,0 days 02:03:18.852000,0 days 02:03:53.958000,273.0,297.0,290.0,291.0,False,HARD,10.0,True,Kick Sauber,0 days 02:02:32.445000,2024-03-24 05:07:15.643,1,15.0,False,,False,True,81.554,81.554
929,0 days 02:05:15.582000,BOT,77,0 days 00:01:21.583000,47.0,3.0,,,28.425,18.156,35.002,0 days 02:04:22.383000,0 days 02:04:40.539000,0 days 02:05:15.541000,272.0,298.0,289.0,290.0,False,HARD,11.0,True,Kick Sauber,0 days 02:03:53.999000,2024-03-24 05:08:37.197,1,15.0,False,,False,True,81.583,81.583
930,0 days 02:06:37.004000,BOT,77,0 days 00:01:21.422000,48.0,3.0,,,28.327,18.104,34.991,0 days 02:05:43.868000,0 days 02:06:01.972000,0 days 02:06:36.963000,274.0,296.0,290.0,291.0,True,HARD,12.0,True,Kick Sauber,0 days 02:05:15.582000,2024-03-24 05:09:58.780,1,15.0,False,,False,True,81.422,81.422
931,0 days 02:07:58.461000,BOT,77,0 days 00:01:21.457000,49.0,3.0,,,28.314,18.137,35.006,0 days 02:07:05.277000,0 days 02:07:23.414000,0 days 02:07:58.420000,275.0,295.0,290.0,289.0,False,HARD,13.0,True,Kick Sauber,0 days 02:06:37.004000,2024-03-24 05:11:20.202,1,15.0,False,,False,True,81.457,81.457
932,0 days 02:09:22.359000,BOT,77,0 days 00:01:23.898000,50.0,3.0,,,29.635,18.731,35.532,0 days 02:08:28.055000,0 days 02:08:46.786000,0 days 02:09:22.318000,226.0,314.0,290.0,,False,HARD,14.0,True,Kick Sauber,0 days 02:07:58.461000,2024-03-24 05:12:41.659,1,15.0,False,,False,True,83.898,83.898
933,0 days 02:10:44.008000,BOT,77,0 days 00:01:21.649000,51.0,3.0,,,28.418,18.133,35.098,0 days 02:09:50.736000,0 days 02:10:08.869000,0 days 02:10:43.967000,277.0,298.0,290.0,294.0,False,HARD,15.0,True,Kick Sauber,0 days 02:09:22.359000,2024-03-24 05:14:05.557,1,15.0,False,,False,True,81.649,81.649
934,0 days 02:12:06.064000,BOT,77,0 days 00:01:22.056000,52.0,3.0,,,28.552,18.262,35.242,0 days 02:11:12.519000,0 days 02:11:30.781000,0 days 02:12:06.023000,272.0,291.0,290.0,288.0,False,HARD,16.0,True,Kick Sauber,0 days 02:10:44.008000,2024-03-24 05:15:27.206,1,15.0,False,,False,True,82.056,82.056
935,0 days 02:13:27.884000,BOT,77,0 days 00:01:21.820000,53.0,3.0,,,28.427,18.228,35.165,0 days 02:12:34.450000,0 days 02:12:52.678000,0 days 02:13:27.843000,,291.0,289.0,287.0,False,HARD,17.0,True,Kick Sauber,0 days 02:12:06.064000,2024-03-24 05:16:49.262,1,15.0,False,,False,True,81.82,81.82
936,0 days 02:14:49.913000,BOT,77,0 days 00:01:22.029000,54.0,3.0,,,28.513,18.274,35.242,0 days 02:13:56.356000,0 days 02:14:14.630000,0 days 02:14:49.872000,273.0,293.0,289.0,289.0,False,HARD,18.0,True,Kick Sauber,0 days 02:13:27.884000,2024-03-24 05:18:11.082,1,15.0,False,,False,True,82.029,82.029
937,0 days 02:16:11.923000,BOT,77,0 days 00:01:22.010000,55.0,3.0,,,28.396,18.405,35.209,0 days 02:15:18.268000,0 days 02:15:36.673000,0 days 02:16:11.882000,275.0,296.0,288.0,291.0,False,HARD,19.0,True,Kick Sauber,0 days 02:14:49.913000,2024-03-24 05:19:33.111,1,15.0,False,,False,True,82.01,82.01
938,0 days 02:17:39.973000,BOT,77,0 days 00:01:28.050000,56.0,3.0,,,28.487,18.199,41.364,0 days 02:16:40.369000,0 days 02:16:58.568000,0 days 02:17:39.932000,276.0,298.0,200.0,,False,HARD,20.0,True,Kick Sauber,0 days 02:16:11.923000,2024-03-24 05:20:55.121,2,15.0,False,,False,True,88.05,88.05
939,0 days 02:19:38.745000,BOT,77,0 days 00:01:58.772000,57.0,3.0,,,42.735,38.412,37.625,0 days 02:18:22.667000,0 days 02:19:01.079000,0 days 02:19:38.704000,115.0,268.0,289.0,212.0,False,HARD,21.0,True,Kick Sauber,0 days 02:17:39.973000,2024-03-24 05:22:23.171,6,14.0,False,,False,False,118.772,118.77199999999999
940,0 days 01:00:00.612000,PIA,81,0 days 00:01:31.036000,1.0,1.0,,,,18.346,36.65,,0 days 00:59:24.053000,0 days 01:00:00.731000,277.0,301.0,290.0,248.0,False,MEDIUM,1.0,True,McLaren,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,5.0,False,,False,False,91.036,
941,0 days 01:01:23.844000,PIA,81,0 days 00:01:23.232000,2.0,1.0,,,29.201,18.266,35.765,0 days 01:00:29.805000,0 days 01:00:48.071000,0 days 01:01:23.836000,276.0,306.0,302.0,294.0,True,MEDIUM,2.0,True,McLaren,0 days 01:00:00.612000,2024-03-24 04:04:43.810,1,5.0,False,,False,True,83.232,83.232
942,0 days 01:02:46.513000,PIA,81,0 days 00:01:22.669000,3.0,1.0,,,28.862,18.065,35.742,0 days 01:01:52.698000,0 days 01:02:10.763000,0 days 01:02:46.505000,268.0,317.0,303.0,304.0,True,MEDIUM,3.0,True,McLaren,0 days 01:01:23.844000,2024-03-24 04:06:07.042,1,5.0,False,,False,True,82.669,82.669
943,0 days 01:04:09.094000,PIA,81,0 days 00:01:22.581000,4.0,1.0,,,28.914,18.092,35.575,0 days 01:03:15.419000,0 days 01:03:33.511000,0 days 01:04:09.086000,274.0,323.0,301.0,307.0,True,MEDIUM,4.0,True,McLaren,0 days 01:02:46.513000,2024-03-24 04:07:29.711,1,4.0,False,,False,True,82.581,82.581
944,0 days 01:05:31.688000,PIA,81,0 days 00:01:22.594000,5.0,1.0,,,28.691,17.918,35.985,0 days 01:04:37.777000,0 days 01:04:55.695000,0 days 01:05:31.680000,,324.0,302.0,309.0,False,MEDIUM,5.0,True,McLaren,0 days 01:04:09.094000,2024-03-24 04:08:52.292,1,4.0,False,,False,True,82.594,82.594
945,0 days 01:06:54.270000,PIA,81,0 days 00:01:22.582000,6.0,1.0,,,28.86,17.959,35.763,0 days 01:06:00.540000,0 days 01:06:18.499000,0 days 01:06:54.262000,275.0,322.0,302.0,311.0,False,MEDIUM,6.0,True,McLaren,0 days 01:05:31.688000,2024-03-24 04:10:14.886,1,4.0,False,,False,True,82.582,82.582
946,0 days 01:08:17.147000,PIA,81,0 days 00:01:22.877000,7.0,1.0,,,28.93,17.931,36.016,0 days 01:07:23.192000,0 days 01:07:41.123000,0 days 01:08:17.139000,276.0,326.0,300.0,314.0,False,MEDIUM,7.0,True,McLaren,0 days 01:06:54.270000,2024-03-24 04:11:37.468,1,4.0,False,,False,True,82.877,82.87700000000001
947,0 days 01:09:40.199000,PIA,81,0 days 00:01:23.052000,8.0,1.0,,,28.843,18.018,36.191,0 days 01:08:45.982000,0 days 01:09:04,0 days 01:09:40.191000,275.0,323.0,299.0,312.0,False,MEDIUM,8.0,True,McLaren,0 days 01:08:17.147000,2024-03-24 04:13:00.345,1,4.0,False,,False,True,83.052,83.052
948,0 days 01:11:16.700000,PIA,81,0 days 00:01:36.501000,9.0,1.0,,0 days 01:11:01.453000,28.804,17.895,49.802,0 days 01:10:08.995000,0 days 01:10:26.890000,0 days 01:11:16.692000,274.0,322.0,,315.0,False,MEDIUM,9.0,True,McLaren,0 days 01:09:40.199000,2024-03-24 04:14:23.397,1,6.0,False,,False,False,96.501,96.501
949,0 days 01:12:44.499000,PIA,81,0 days 00:01:27.799000,10.0,2.0,0 days 01:11:18.727000,,34.02,18.199,35.58,0 days 01:11:50.712000,0 days 01:12:08.911000,0 days 01:12:44.491000,272.0,302.0,290.0,230.0,False,HARD,2.0,False,McLaren,0 days 01:11:16.700000,2024-03-24 04:15:59.898,1,8.0,False,,False,False,87.799,87.799
950,0 days 01:14:07.227000,PIA,81,0 days 00:01:22.728000,11.0,2.0,,,28.662,17.907,36.159,0 days 01:13:13.153000,0 days 01:13:31.060000,0 days 01:14:07.219000,274.0,325.0,310.0,298.0,False,HARD,3.0,False,McLaren,0 days 01:12:44.499000,2024-03-24 04:17:27.697,1,7.0,False,,False,True,82.728,82.72800000000001
951,0 days 01:15:30.175000,PIA,81,0 days 00:01:22.948000,12.0,2.0,,,29.063,18.222,35.663,0 days 01:14:36.282000,0 days 01:14:54.504000,0 days 01:15:30.167000,270.0,299.0,288.0,321.0,False,HARD,4.0,False,McLaren,0 days 01:14:07.227000,2024-03-24 04:18:50.425,1,6.0,False,,False,True,82.948,82.948
